id,address,balance,updatedAt
0xed2fba96cf83fa3400d8e87b558cfcae8d1cf95d,0xed2fba96cf83fa3400d8e87b558cfcae8d1cf95d,2362762782160000000000,1678072849
0x9d88df61990a593bf2974d7d5519f5cfd1dbf980,0x9d88df61990a593bf2974d7d5519f5cfd1dbf980,1273699999990000000000,1678072119
0xd5cd6831bb46c56f2387c9b33a23b3476cca53cc,0xd5cd6831bb46c56f2387c9b33a23b3476cca53cc,575900000000000000000,1678072049
0x5b6f2aa94f0abb7b659c0575c4791077e2ebc60a,0x5b6f2aa94f0abb7b659c0575c4791077e2ebc60a,755100000000000000000,1678072013
0x83e83a335fafa46ed4b153b33daffee2fbc4c9b9,0x83e83a335fafa46ed4b153b33daffee2fbc4c9b9,539199999990000000000,1678071981
0xcb3fbfa5aa3a7de378ba3fbaf80913965a2ce08c,0xcb3fbfa5aa3a7de378ba3fbaf80913965a2ce08c,1626000000000000000000,1678071945
0x6251c54b1c01cb6a92c226feb684fc67f0f1837a,0x6251c54b1c01cb6a92c226feb684fc67f0f1837a,783900000000000000000,1678071911
0x2e79b4461cd2cea156f8219084b5bfa180aa147c,0x2e79b4461cd2cea156f8219084b5bfa180aa147c,1893011681220000000000,1678071651
0xf2addfcdfe2359bbe015bbc58e672450b988627f,0xf2addfcdfe2359bbe015bbc58e672450b988627f,0,1678070795
0xf9efa6c0266aad71dddf4dc1974b9ab3e861ad9c,0xf9efa6c0266aad71dddf4dc1974b9ab3e861ad9c,183941867806230000000000,1678068641
0x12de04a0e61f43c0c4b419dc048d30d11326b8f1,0x12de04a0e61f43c0c4b419dc048d30d11326b8f1,775300000000000000000,1678068339
0xd6f3fe8bbfb354aaaed6dcf7478246735e68c70c,0xd6f3fe8bbfb354aaaed6dcf7478246735e68c70c,1213600000000000000000,1678068307
0xa39f7cead09360a2fed7e09e5faa9299b1ba7a39,0xa39f7cead09360a2fed7e09e5faa9299b1ba7a39,0,1678065977
0xd968bc39307bea6c78b8120b92b9fd2305ca0551,0xd968bc39307bea6c78b8120b92b9fd2305ca0551,729500000000000000000,1678065929
0xdf8fb0991681e8dbe5b567e808b2d4a2e248d597,0xdf8fb0991681e8dbe5b567e808b2d4a2e248d597,462100000000000000000,1678065895
0x4a0ab58699040f837416642cabe3bb04c2389242,0x4a0ab58699040f837416642cabe3bb04c2389242,1020400000000000000000,1678065851
0x1e31279fdbca3a4f9122b2d20e0ff10ff2e3e657,0x1e31279fdbca3a4f9122b2d20e0ff10ff2e3e657,1298199999990000000000,1678065775
0xf94b429c7c7bc943dd3a4c2d7544011a3547c2ef,0xf94b429c7c7bc943dd3a4c2d7544011a3547c2ef,87600000000000000000,1678065701
0x30a4d577f6d41fe62dc6f8cfab6f2f8908a4b942,0x30a4d577f6d41fe62dc6f8cfab6f2f8908a4b942,1395500000000000000000,1678065659
0x9869f492bea363c1a0adce5ebabf7942ce6c339b,0x9869f492bea363c1a0adce5ebabf7942ce6c339b,837900000000000000000,1678065617
0x2c96d1a5aedcacf166c6b439cf694e8885b25c43,0x2c96d1a5aedcacf166c6b439cf694e8885b25c43,496199999990000000000,1678065579
0xf04773b06d1c4e396b1d17d31c19c4df986e88d3,0xf04773b06d1c4e396b1d17d31c19c4df986e88d3,73500000000000000000,1678065495
0x06a78502e319eb302f6444cee39893dcf7a370d9,0x06a78502e319eb302f6444cee39893dcf7a370d9,1858199999990000000000,1678065461
0x6c85beb3b1e20b17a70bf6e752fbc2393f9d9fb1,0x6c85beb3b1e20b17a70bf6e752fbc2393f9d9fb1,139900000000000000000,1678065419
0x68f40bf56baffaddd88c94a31b91e7edfa5312cf,0x68f40bf56baffaddd88c94a31b91e7edfa5312cf,1068600000000000000000,1678065341
0x58a60e66b108db540e6bf099af3d5266e7a1df83,0x58a60e66b108db540e6bf099af3d5266e7a1df83,804000000000000000000,1678065225
0x57e52b71be7b599ed7feddbf573814f8daa9e8e4,0x57e52b71be7b599ed7feddbf573814f8daa9e8e4,363000000000000000000,1678065185
0xfda453abfa5c6a35775fd262c79936d09b965ccf,0xfda453abfa5c6a35775fd262c79936d09b965ccf,875000000000000000000,1678065149
0x6db48d43d52245d8fa3ddc76c5ef8c4498411d45,0x6db48d43d52245d8fa3ddc76c5ef8c4498411d45,1005000000000000000000,1678065105
0xaf75ca0894e5178a9a1d1e40477d7e79df617bf0,0xaf75ca0894e5178a9a1d1e40477d7e79df617bf0,352000000000000000000,1678065069
0x40cb440ea693990a015aceefb3b5e745af87ffee,0x40cb440ea693990a015aceefb3b5e745af87ffee,1314000000000000000000,1678065027
0xac40b1355b0beac96ceb9d0e02ecb8b88850af03,0xac40b1355b0beac96ceb9d0e02ecb8b88850af03,322000000000000000000,1678064987
0x287763865cc1f9e78fbe643673985ae4eb35e0f9,0x287763865cc1f9e78fbe643673985ae4eb35e0f9,721000000000000000000,1678064945
0x3d2ca72a0c6999b32ac2db8b6db776e45492f50d,0x3d2ca72a0c6999b32ac2db8b6db776e45492f50d,361000000000000000000,1678064909
0xc04495f0b8ea2b5514c26afb5bcd45286ced23f7,0xc04495f0b8ea2b5514c26afb5bcd45286ced23f7,785000000000000000000,1678064873
0x531cace0d58703db0e4b121c976198a0de4e1c9e,0x531cace0d58703db0e4b121c976198a0de4e1c9e,242000000000000000000,1678064831
0xdb6f1920a889355780af7570773609bd8cb1f498,0xdb6f1920a889355780af7570773609bd8cb1f498,0,1678064179
0x6a2d497a807a676a0016509b54e50cc951e525f5,0x6a2d497a807a676a0016509b54e50cc951e525f5,405977223179426415282,1678064179
0x382ffce2287252f930e1c8dc9328dac5bf282ba1,0x382ffce2287252f930e1c8dc9328dac5bf282ba1,101097977131319658499717,1678064179
0x274823bd86494669edc8e44c0580b0350e4a858b,0x274823bd86494669edc8e44c0580b0350e4a858b,49802195808998454786970,1678063339
0xd1948f7a060b5fa1f9105c702908340722ecb2e9,0xd1948f7a060b5fa1f9105c702908340722ecb2e9,6390053237980000000000,1678061915
0x0501f893731e9f8afb1f2470ba5b333a54c0dc17,0x0501f893731e9f8afb1f2470ba5b333a54c0dc17,2000000000000000000,1678061109
0xe10f592b2a24577b367e1fe9a800f8bc3ec09cba,0xe10f592b2a24577b367e1fe9a800f8bc3ec09cba,152500000000000000000,1678057717
0x60fa510352bdb9229c2664b3218101eaadcbcfea,0x60fa510352bdb9229c2664b3218101eaadcbcfea,1955000000000000000000,1678057685
0x12696ab908a8d81b180c86f67ced8d280d6620a5,0x12696ab908a8d81b180c86f67ced8d280d6620a5,31800000000000000000,1678057647
0x0cfb1fc6ced28671bf11defa75e788c6e6f4d53d,0x0cfb1fc6ced28671bf11defa75e788c6e6f4d53d,1133300000000000000000,1678057609
0xd9c3f373b06cdf7b147883db84a37d2ebea26654,0xd9c3f373b06cdf7b147883db84a37d2ebea26654,1004000000000000000000,1678057579
0x8086bdcc9c0c8c15fcfb487f2b0602d39ffdeaf2,0x8086bdcc9c0c8c15fcfb487f2b0602d39ffdeaf2,552800000000000000000,1678057535
0xd4f2ebe6ad8aaa80c2d9760dbb8e16d00a7ed6e0,0xd4f2ebe6ad8aaa80c2d9760dbb8e16d00a7ed6e0,562699999990000000000,1678057507
0xfc96c8e56841dce290420464c443fa139a6cbb92,0xfc96c8e56841dce290420464c443fa139a6cbb92,0,1678055084
0x71b2340d78474b5dec313cd503763e943891b635,0x71b2340d78474b5dec313cd503763e943891b635,0,1678055022
0x9552c36ae633c6e0896d9817795dc62a4ea35507,0x9552c36ae633c6e0896d9817795dc62a4ea35507,2032000000000000000000,1678054262
0xee4354d2e6cb60ac41029eb041fa8dcebf745fe1,0xee4354d2e6cb60ac41029eb041fa8dcebf745fe1,970500000000000000000,1678054232
0x3b221ed90bfd1710cbdef7149ad47b795cc37fe1,0x3b221ed90bfd1710cbdef7149ad47b795cc37fe1,833300000000000000000,1678054200
0x3ad7ee02a2788d2a0397c372adeeac87ff5ae034,0x3ad7ee02a2788d2a0397c372adeeac87ff5ae034,1069300000000000000000,1678054164
0xff6396fb8c718f124955aad57ed0023e5bc80fa2,0xff6396fb8c718f124955aad57ed0023e5bc80fa2,441699999990000000000,1678054085
0x8e50ca32a65cdd94c3ecaca9f32401cf6afc7aba,0x8e50ca32a65cdd94c3ecaca9f32401cf6afc7aba,223800000000000000000,1678054049
0xee4f68d22e806de5a075c36bd603a5cc1f843ba5,0xee4f68d22e806de5a075c36bd603a5cc1f843ba5,194500000000000000000,1678054019
0x6416f9762685cccc370823840c11f785ec4fc6b4,0x6416f9762685cccc370823840c11f785ec4fc6b4,1489800000000000000000,1678053977
0xfadcc9f9f2232ee64ab60ae028e0703ab148256c,0xfadcc9f9f2232ee64ab60ae028e0703ab148256c,1332400000000000000000,1678053947
0x32a3070f5fdd8a15e38442ee97357840f50cfd60,0x32a3070f5fdd8a15e38442ee97357840f50cfd60,1135300000000000000000,1678053909
0x3205fe1cd65e9f4b78d1752f7363f40f0e2d921c,0x3205fe1cd65e9f4b78d1752f7363f40f0e2d921c,0,1678052855
0x8c8b02d645835df287946474450c08d2d94a4bcd,0x8c8b02d645835df287946474450c08d2d94a4bcd,0,1678052407
0xcc84641c712d92fbae4043b89cd6c66fab4d97ec,0xcc84641c712d92fbae4043b89cd6c66fab4d97ec,1196900000000000000000,1678052125
0x13d9ddaa9972c4a46e5752cd4f34f49ac64d57ed,0x13d9ddaa9972c4a46e5752cd4f34f49ac64d57ed,932699999990000000000,1678052093
0x47807c4d8f5da7a4083735767ad92f45723c04c5,0x47807c4d8f5da7a4083735767ad92f45723c04c5,1902300000000000000000,1678052057
0x36a0bc70490059df0c2662f9e43edb68bbc4bac0,0x36a0bc70490059df0c2662f9e43edb68bbc4bac0,1331199999990000000000,1678051995
0x36c43a2576f94b0927e45358bb6198346310b5ad,0x36c43a2576f94b0927e45358bb6198346310b5ad,466500000000000000000,1678051963
0x34869b37ea7a4fc07025b7a07df02f3b0c80cf53,0x34869b37ea7a4fc07025b7a07df02f3b0c80cf53,289800000000000000000,1678051931
0x7ed54a26058d722502ad4c78f313dc7ba331e613,0x7ed54a26058d722502ad4c78f313dc7ba331e613,291900000000000000000,1678051901
0xf3cad8d82c924780ecb62dd394caa2ecf288f5a9,0xf3cad8d82c924780ecb62dd394caa2ecf288f5a9,1034199999990000000000,1678051867
0xb38e3a114bea510a11d3151a6b2b5eff87ea3e12,0xb38e3a114bea510a11d3151a6b2b5eff87ea3e12,1194300000000000000000,1678051837
0x6f92e768af9d4b1c8597e405089222f76d609487,0x6f92e768af9d4b1c8597e405089222f76d609487,1466100000000000000000,1678051803
0xcedd4a7308847921dfcbf8858b06b552e0c43437,0xcedd4a7308847921dfcbf8858b06b552e0c43437,1100199999990000000000,1678051771
0x02b337d26195c001a01f916e8150f26aae41decf,0x02b337d26195c001a01f916e8150f26aae41decf,955000000000000000000,1678051741
0x50e6aed814a36c624dea5a1c742bbacab43faf1b,0x50e6aed814a36c624dea5a1c742bbacab43faf1b,440600000000000000000,1678051705
0x11c5e7c000da9ecc91ee2c0a3615d44c75e9c147,0x11c5e7c000da9ecc91ee2c0a3615d44c75e9c147,685800000000000000000,1678051671
0x2180a7c8f6d9a1aad75e8bb6bcb66b8f4acc25dc,0x2180a7c8f6d9a1aad75e8bb6bcb66b8f4acc25dc,1708199999990000000000,1678051639
0x0556b60c32d4ef039a9300529250e8ca1d60ff29,0x0556b60c32d4ef039a9300529250e8ca1d60ff29,338699999990000000000,1678051605
0x4ed024e826754633566051cead6190dc15a15f5e,0x4ed024e826754633566051cead6190dc15a15f5e,1425199999990000000000,1678051571
0xcad1e94f5466c14735682c270eaa9ea2fb94bf16,0xcad1e94f5466c14735682c270eaa9ea2fb94bf16,249100000000000000000,1678051535
0x9184a5f1dbb34498bbfddaa3c449e55712ec7ac6,0x9184a5f1dbb34498bbfddaa3c449e55712ec7ac6,269000000000000000000,1678051505
0xbd2f926a39ac7c527fd6e7731c330ded6f880c03,0xbd2f926a39ac7c527fd6e7731c330ded6f880c03,1244000000000000000000,1678051477
0x695ff646b03efb727e526b78717662474cbe3867,0x695ff646b03efb727e526b78717662474cbe3867,716900000000000000000,1678051413
0xedd00ff1078e44ec19ab5835b6fea75de010534e,0xedd00ff1078e44ec19ab5835b6fea75de010534e,595500000000000000000,1678051381
0xbd9663f37a1be421b9f255974caddd62a4836be5,0xbd9663f37a1be421b9f255974caddd62a4836be5,1449699999990000000000,1678051349
0x94bfd0019420dd42e86c2797676a97a4638cd5aa,0x94bfd0019420dd42e86c2797676a97a4638cd5aa,1309900000000000000000,1678051315
0x1305b744adfcb8545fa2ce8382aba9c609e4b04f,0x1305b744adfcb8545fa2ce8382aba9c609e4b04f,139800000000000000000,1678051285
0x6162e694d49f0f80ae80acb022b5bd67eadbdd76,0x6162e694d49f0f80ae80acb022b5bd67eadbdd76,647600000000000000000,1678051251
0x3164063b04b865b9ecc34b8cb31ab16374bbe6e4,0x3164063b04b865b9ecc34b8cb31ab16374bbe6e4,260400000000000000000,1678051219
0x89ae834c24d88c0dd44aa58a4d019e65be696bb3,0x89ae834c24d88c0dd44aa58a4d019e65be696bb3,538100000000000000000,1678051185
0x87550cf916403595c34df6d22e9a895c60e7c219,0x87550cf916403595c34df6d22e9a895c60e7c219,1666199999990000000000,1678051173
0x7bd7879d595c491e5dd3a4e9cac75c2442cea715,0x7bd7879d595c491e5dd3a4e9cac75c2442cea715,1059400000000000000000,1678051119
0xfa835b513b206b0217f0d83b5b8b14063ab0d655,0xfa835b513b206b0217f0d83b5b8b14063ab0d655,1554400000000000000000,1678051087
0xcfe385a68055c17f6da92c212d0967d72a6590c8,0xcfe385a68055c17f6da92c212d0967d72a6590c8,0,1678051085
0x7c4f81f855a150b1bc6f6f65fd0bfa7395b9454d,0x7c4f81f855a150b1bc6f6f65fd0bfa7395b9454d,987600000000000000000,1678051021
0x5cdd8f0a8e4ded382de1b971da274d95c3e27064,0x5cdd8f0a8e4ded382de1b971da274d95c3e27064,998500000000000000000,1678050989
0x7b6858c86a4b241503b6d398ec9ca0dcb5860523,0x7b6858c86a4b241503b6d398ec9ca0dcb5860523,1428400000000000000000,1678050959
0x63950563f15c110be403ed246e76621c5915fa03,0x63950563f15c110be403ed246e76621c5915fa03,543500000000000000000,1678050925
0xcc2766d819c9b34736d66677fe6dbf7f534018de,0xcc2766d819c9b34736d66677fe6dbf7f534018de,1080800000000000000000,1678050893
0xcf304d8cf92bc8311a5c293c3256d99c3268bbbc,0xcf304d8cf92bc8311a5c293c3256d99c3268bbbc,1567699999990000000000,1678050889
0x7c7168f591181af5d68ffa6e81dc5453c27d8ab1,0x7c7168f591181af5d68ffa6e81dc5453c27d8ab1,774500000000000000000,1678050861
0x580026fe9ec2d6c62cb04b0432d67ddc9fc002ee,0x580026fe9ec2d6c62cb04b0432d67ddc9fc002ee,668500000000000000000,1678050831
0xd5b7c8fe25142283efaaebf80224f3cd96d838e3,0xd5b7c8fe25142283efaaebf80224f3cd96d838e3,1086600000000000000000,1678050765
0xfeaab849299514c3859e44361d49aa1e54ea7048,0xfeaab849299514c3859e44361d49aa1e54ea7048,771600000000000000000,1678050733
0x6b824dd9a562c91fb6a7f18d8d78cbeea27ab95a,0x6b824dd9a562c91fb6a7f18d8d78cbeea27ab95a,751100000000000000000,1678050695
0x86fd1973dd4fb969838fcbb08d8707d731b0b02f,0x86fd1973dd4fb969838fcbb08d8707d731b0b02f,149100000000000000000,1678050663
0x05e0285e9d83eebcbda89650b89297b1273231bd,0x05e0285e9d83eebcbda89650b89297b1273231bd,1524300000000000000000,1678050629
0x55a9ab529a61dbf0a1662c49199b7d935abff92b,0x55a9ab529a61dbf0a1662c49199b7d935abff92b,1040000000000000000000,1678050597
0x5fdf0d658af97e49db3069a120914ed19a8cc3d6,0x5fdf0d658af97e49db3069a120914ed19a8cc3d6,1007300000000000000000,1678050565
0xde0df008aec45eb0e411848eb63a59fd3a720699,0xde0df008aec45eb0e411848eb63a59fd3a720699,885100000000000000000,1678050537
0x7d571376948312188d1b314e947eeefd1ba8fbee,0x7d571376948312188d1b314e947eeefd1ba8fbee,1376800000000000000000,1678050469
0xcbd463300cae508cfac5e71b20814e95f1690420,0xcbd463300cae508cfac5e71b20814e95f1690420,755400000000000000000,1678050439
0xafff76a208e793a01d06c0d0b9a8ee8b3601b0b1,0xafff76a208e793a01d06c0d0b9a8ee8b3601b0b1,1284000000000000000000,1678050407
0x6fd4476dfe547587be365230f13da7062cc8ca6a,0x6fd4476dfe547587be365230f13da7062cc8ca6a,839600000000000000000,1678050373
0x5a6b6bfaa9167e169f548bf887829df3fceaae9a,0x5a6b6bfaa9167e169f548bf887829df3fceaae9a,715100000000000000000,1678050340
0x49c875243c2cb7f9a1f084250f7591e386fdb437,0x49c875243c2cb7f9a1f084250f7591e386fdb437,222400000000000000000,1678050308
0xc21943e74e5ad7b85120f01b6feef77910001c88,0xc21943e74e5ad7b85120f01b6feef77910001c88,0,1678048542
0x580a058430cc39dc135872a4b7464183899c7150,0x580a058430cc39dc135872a4b7464183899c7150,0,1678048528
0x427577a4a1f0a4241bc9c23cc399abe26992527b,0x427577a4a1f0a4241bc9c23cc399abe26992527b,729800000000000000000,1678047616
0xb341b250a946b60fd1007c7eff88956b64cd1d40,0xb341b250a946b60fd1007c7eff88956b64cd1d40,1977699999990000000000,1678047594
0x7440353bde9ca384d5bcfbe7e8fb1eebeb735ccb,0x7440353bde9ca384d5bcfbe7e8fb1eebeb735ccb,1167900000000000000000,1678047574
0xca44a5cd587bf53589546b97891e125e017c88eb,0xca44a5cd587bf53589546b97891e125e017c88eb,1191600000000000000000,1678047544
0xa522d896b5ee5a7b1d419fad86d2831dcf70df51,0xa522d896b5ee5a7b1d419fad86d2831dcf70df51,1425199999990000000000,1678047520
0xbcd63b23d3d91f893e07763b8c5f08f2b34fd4d1,0xbcd63b23d3d91f893e07763b8c5f08f2b34fd4d1,146900000000000000000,1678047366
0x16545277f3f7da2466abf138263f203b817c8260,0x16545277f3f7da2466abf138263f203b817c8260,1265500000000000000000,1678047176
0x1ee6485798a8cb13ee80438ab89cac01db951139,0x1ee6485798a8cb13ee80438ab89cac01db951139,498400000000000000000,1678047144
0x51eda79a1c0f964503f4826a542a14ec452fc37d,0x51eda79a1c0f964503f4826a542a14ec452fc37d,419500000000000000000,1678047104
0x2aec551f18744e7dc18febbff1d61091d5d6acc7,0x2aec551f18744e7dc18febbff1d61091d5d6acc7,351600000000000000000,1678047084
0x256d51209a17b57e7161a3fcaa59ac9b25c7ab44,0x256d51209a17b57e7161a3fcaa59ac9b25c7ab44,905800000000000000000,1678047044
0xfb4bb4b5eb485b10afaf2dc55f8064eee6baf996,0xfb4bb4b5eb485b10afaf2dc55f8064eee6baf996,1188800000000000000000,1678047018
0x08720c9761835fb11897a611617f05ac215de815,0x08720c9761835fb11897a611617f05ac215de815,1099600000000000000000,1678046958
0x8bf560acdaced336441b1db16bda30f3d780c54f,0x8bf560acdaced336441b1db16bda30f3d780c54f,488000000000000000000,1678046954
0x52174dc05ae5a38f6cf0739450f3cf4b0f5758f7,0x52174dc05ae5a38f6cf0739450f3cf4b0f5758f7,1725800000000000000000,1678046894
0x7892038f43f80b38529eec531ba863e6582001e5,0x7892038f43f80b38529eec531ba863e6582001e5,1359699999990000000000,1678046876
0x0893a40ef50999a0a01fe9e09740467cba9b4820,0x0893a40ef50999a0a01fe9e09740467cba9b4820,382900000000000000000,1678046860
0xc183b56343664c14ec4afd0ae9c2c6126aa2da4b,0xc183b56343664c14ec4afd0ae9c2c6126aa2da4b,140800000000000000000,1678046832
0xc45b0241557f1eafd1ff48e5a279f0f841db2c76,0xc45b0241557f1eafd1ff48e5a279f0f841db2c76,614600000000000000000,1678046784
0xdb504cbcfa3dfeadf8238510a9033d4f13456d43,0xdb504cbcfa3dfeadf8238510a9033d4f13456d43,568600000000000000000,1678046764
